State,Year,Quarter,Text
Alabama,2020,Q2,"Nonviolent offenders, the medically vulnerable and those near the end of their sentences should be released. Those who remain deserve much better medical care. Here is an email from a woman in Alabama to Katie Rosenfeld, a civil rights lawyer in New York, pleading for help for a loved one incarcerated inside an Alabama state prison where the coronavirus is beginning to spread:"
Alabama,2020,Q2,"Between the pandemic and the killings of George Floyd and others, the mental health of black people is floundering. Employers must address these issues head-on. When a video goes viral showing violence against a black person, the shock waves are felt throughout our community. Our social feeds show a mixture of outrage, despair and an overall sense of fatigue."
Alabama,2020,Q2,"After weeks of wrangling in the courts, the state eased the restrictions on some surgical procedures, including abortion. WASHINGTON — In a surprise move on Wednesday night, the authorities in Texas abandoned their fight to include abortion in a list of medical procedures that must be delayed during the coronavirus pandemic."
Alabama,2020,Q2,"Even when racism doesn’t go viral, it’s still deadly. Imagine that no one had shot video of George Floyd being killed by the police in Minneapolis. There would have been a bland statement that he had died resisting arrest, and none of us would have heard of him."
Alabama,2020,Q2,"Ace Speedway had defied the governor’s orders prohibiting large gatherings because of the pandemic. It can only reopen with a state-approved plan. Gov. Roy Cooper of North Carolina has ordered an auto racing track in a rural part of the state to close after it staged events with packed stands, despite restrictions on gatherings, and became a flash point in the discussion on safely restarting sports."
Alabama,2020,Q2,"The order supersedes actions taken by some coastal communities, and it reflects the tensions between state and local officials across the country in responding to the coronavirus. ATLANTA — Gov. Brian Kemp of Georgia signed a shelter-in-place order on Thursday, shutting down restaurant dining rooms, barbershops, bars and gyms across the state. He called it an effort to buy critical time as Georgia braced for a surge in cases of the coronavirus."
Alabama,2020,Q2,"After failing to appear in court on traffic and other charges, a pregnant woman was detained overnight at a Montgomery, Ala., jail, where a coronavirus outbreak has occurred. The coronavirus was probably already spreading through a jail in Montgomery, Ala., when Diamond Davis, a 27-year-old pregnant woman, was detained there on a recent Sunday."
Alabama,2020,Q3,"Tuesday’s runoff election for Senate may finally settle Jeff Sessions’s yearslong standoff with President Trump, as Republicans referee between a native son and a president they admire. ROBERTSDALE, Ala. — For a moment, the whole room was on his side."
Alabama,2020,Q3,"State officials had asked the court to block a lower court’s order that eased photo ID and witness requirements for absentee voting during the pandemic. WASHINGTON — By a 5-to-4 vote, the Supreme Court on Thursday blocked a trial judge’s order that would have made it easier for voters in three Alabama counties to use absentee ballots in this month’s primary runoff election."
Alabama,2020,Q3,"Tommy Tuberville, the football coach and leading Republican vying to take on Senator Doug Jones in Alabama, had a tumultuous foray into finance. President Trump’s favored Senate candidate in Alabama, Tommy Tuberville, is known for his career as a college football coach."
Alabama,2020,Q3,"Dr. Francis S. Collins, the National Institutes of Health director, who testified before senators along with Surgeon General Jerome Adams, said a vaccine wouldn’t be made available unless it was safe. WASHINGTON — Dr. Francis S. Collins, the director of the National Institutes of Health, took issue on Wednesday with President Trump’s suggestion that a coronavirus vaccine would be available by Election Day, as he sought to reassure senators and the public that a vaccine would not be made available unless it was safe and effective."
Alabama,2020,Q3,"The tech giants said states could soon send notices directly to smartphones asking people to opt in to the technology, which helps trace the coronavirus. Several state governments may soon send residents an alert asking them to turn on “exposure notifications.”"
Alabama,2020,Q3,How a Tiny Crustacean Can Have a Huge Impact on Your Well-Being 
Alabama,2020,Q3,"In four rulings in a row, the court has refused to ease voting restrictions. For the fourth time since April, the Supreme Court this week made it harder for Americans to vote. The ruling, Justice Sonia Sotomayor wrote in dissent, was part of “a trend of condoning disfranchisement.”"
Alabama,2020,Q3,"Health experts have been skeptical that such parties occur, and details of this case could not be independently confirmed. A 30-year-old man who believed the coronavirus was a hoax and attended a “Covid party” died after being infected with the virus, according to the chief medical officer at a Texas hospital."
Alabama,2020,Q3,"Colleges are trying to isolate students who have the coronavirus or have been exposed to it, but they are running into a host of problems. Across the United States, colleges that have reopened for in-person instruction are struggling to contain the rapid-fire spread of coronavirus among tens of thousands of students by imposing tough social-distancing rules and piloting an array of new technologies, like virus tracking apps."
Alabama,2020,Q3,"The health insurance group may pay $2.7 billion to resolve allegations that the chain blocked competition. The nation’s Blue Cross plans have reached a tentative $2.7 billion settlement in a federal lawsuit filed by their customers that accuses the group of engaging in a conspiracy to thwart competition among the individual companies, according to two people with knowledge of the discussions."
Alabama,2020,Q4,"A catastrophic sequence of decisions has blocked states from responding to the pandemic. Alongside growing controversy over judicial nominations, court reform and Covid-19 policies, American law is in the midst of a little-noticed paradigm shift in courts’ treatment of public health measures."
Alabama,2020,Q4,Estimates from exit polls offer an initial indication of how groups voted on election night. Estimates from exit polls offer an initial indication of how groups voted on election night.
Alabama,2020,Q4,Estimates from exit polls offer an initial indication of how groups voted on election night. Estimates from exit polls offer an initial indication of how groups voted on election night.
Alabama,2020,Q4,"Republicans are battling to hold off losses by warning of the risks of unified Democratic power in Washington, but they concede their majority is in peril. BOZEMAN, Mont. — Voters caught up in this state’s exceedingly close Senate race could be forgiven for believing Gov. Steve Bullock, the Democratic candidate, was sharing the ballot with Senator Chuck Schumer of New York, the minority leader."
Alabama,2020,Q4,"Alabama’s immense resources and a newly developed Southeastern Conference policy paved the way for Saban to return to the field only days after he tested positive for the coronavirus. A private jet, the crimson “A” of the University of Alabama painted on its tail, lifted off from Tuscaloosa, Ala., around daybreak Saturday with extraordinary cargo: cellular debris collected from the nose of Nick Saban, the football coach."
Alabama,2020,Q4,"Health officials say an influx of rapid, inexpensive tests is good for the country, but caution that they are struggling to count those who test positive. Health officials say an influx of rapid, inexpensive tests is good for the country, but caution that they are struggling to count those who test positive."
Alabama,2020,Q4,College athletics can teach the right lesson by insisting that public health is more important than sports. Look no further than the storied Rose Bowl game to understand college football’s disingenuous and perilous posturing about the sanctity of its athletics programs while the coronavirus has ravaged the country and college campuses.
Alabama,2020,Q4,"As games are postponed and coronavirus outbreaks spike on campuses, nothing seems capable of stopping the juggernaut, regardless of the consequences. The news that Alabama Coach Nick Saban tested positive this week for the coronavirus gave an uppercut jolt to big-time college football, which is doing all it can to continue with its season — pandemic be damned."
Alabama,2020,Q4,"Many Black and Hispanic Americans mistrust government officials, and instead have turned to physicians they have long known. Like many Black and rural Americans, Denese Rankin, a 55-year-old retired bookkeeper and receptionist in Castleberry, Ala., did not want the Covid-19 vaccine."
Alabama,2020,Q4,"Kurt Streeter, a sports columnist for The Times, writes about colleges’ determination to hold a football season during the pandemic. Kurt Streeter, a sports columnist for The Times, writes about colleges’ determination to hold a football season during the pandemic."
Alabama,2021,Q1,"The east parking lot at Hard Rock Stadium has been a virus testing facility since March, closing for games for the N.F.L.’s Miami Dolphins and the University of Miami football teams. It also shut down for the Orange Bowl, though it is typically open seven days a week. The east parking lot at Hard Rock Stadium has been a virus testing facility since March, closing for games for the N.F.L.’s Miami Dolphins and the University of Miami football teams. It also shut down for the Orange Bowl, though it is typically open seven days a week."
Alabama,2021,Q1,"The immediate winner of college football’s national championship was easy to discern by the crowds after the game. The health consequences are yet to be seen. Alabama had a lot to celebrate, so football fans in Tuscaloosa did just that: tossing beer bottles, banners and masks; climbing trees, light posts and one another."
Alabama,2021,Q1,"President Biden ordered the reopening of Affordable Care Act exchanges and moved to restore coverage mandates and Medicaid plans undermined by his predecessor. WASHINGTON — President Biden on Thursday ordered the Affordable Care Act’s health insurance marketplaces reopened to give people throttled by the pandemic economy a new chance to obtain coverage, and he took steps to restore coverage mandates that had been undermined by his predecessor, including protecting those with pre-existing medical conditions."
Alabama,2021,Q1,Test your knowledge of this week’s health news. Test your knowledge of this week’s health news.
Alabama,2021,Q1,"A racing pigeon named after the president-elect appeared to have traveled from Oregon to Melbourne, breaching quarantine rules. MELBOURNE, Australia — The racing pigeon seemed to have traveled far, from Oregon, when it showed up weak and hungry in a backyard in a Melbourne suburb."
Alabama,2021,Q1,"The more transmissible and possibly more lethal B.1.1.7 variant already accounts for an estimated 20 percent of the nation’s infections. States have continued steadily lifting restrictions, despite warnings from top federal health officials like Dr. Anthony S. Fauci that new coronavirus cases in the United States have plateaued at a very high level after their drastic drop has stalled, and that the country urgently needed to contain the spread of more transmissible variants."
Alabama,2021,Q1,"Alabama will play Notre Dame and Clemson will meet Ohio State on Friday as a chaotic season nears its end. Four of the most fabled programs in college football — Alabama, Clemson, Ohio State and Notre Dame — still have hopes of winning the championship in one of the most chaotic, uncertain, week-to-week seasons in the sport’s history."
Alabama,2021,Q1,"Alabama and Ohio State took different paths to the national championship game, with twists that showed how much college football wanted its biggest stage to feel familiar. [Follow our live score and game tracker of Alabama vs Ohio State.]"
Alabama,2021,Q1,"With no nationwide plan for distributing coronavirus vaccines, people are scrambling to other states. Some health officials, saying greater immunity is the goal, aren’t standing in the way. When Chanel Maronge saw on Facebook that she was eligible to get a Covid-19 vaccine, she seized the opportunity. The only catch? She had to cross the state line to Mississippi last week, driving an hour and a half from her home in Baton Rouge, La., to get her first shot."
Alabama,2021,Q1,U.S. counties should prepare to overcome serious barriers to widespread vaccination. And vaccine hesitancy is only the tip of the iceberg. U.S. counties should prepare to overcome serious barriers to widespread vaccination. And vaccine hesitancy is only the tip of the iceberg.
Alabama,2021,Q2,"As they got to know each other better, Emily Capilouto and Dr. James Harb realized they had more similarities than differences. On paper, Emily Capilouto and Dr. James Harb didn’t seem to have much in common when they connected through the dating app Bumble in 2018 and agreed to meet for a first date in Birmingham, Ala., where both lived."
Alabama,2021,Q2,"Half of American adults have received at least one shot of the coronavirus vaccine. Now comes the hard part: persuading the other half to get it. WASHINGTON — Now that President Biden has met his goal to have all adults eligible for the coronavirus vaccine, health officials around the country are hitting what appears to be a soft ceiling: More than half the nation’s adults have received at least one dose, but it is going to take hard work — and some creative changes in strategy — to convince the rest."
Alabama,2021,Q2,"One in five in that age group, mostly in the South, haven’t received a single dose, increasing the risk of virus outbreaks there. There are 11 states in the United States where at least 20 percent of older adults still haven’t received a Covid shot, potentially putting the recovery there at risk."
Alabama,2021,Q2,A labor battle in Alabama is a referendum on Amazon’s strategy. It’s hard to decide who is having a better troll moment on Twitter this week: Jeff Bezos or Lil Nas X.
Alabama,2021,Q2,"Blues, silhouettes, two-dimensional figures at play. This artist created mystical experiences from whatever scraps he could find. Many of the works by the Alabama artist Bill Traylor, stark silhouette drawings with striking, significant blocks of color, are drawn on scraps of paper, or someone else’s stationery — things like that. This wasn’t Traylor’s way of making a postmodern statement; he was just using the art supplies he had."
Alabama,2021,Q2,"A Times analysis found that willingness to receive a vaccine and actual vaccination rates to date were both lower, on average, in counties that voted red in the 2020 presidential election. A Times analysis found that willingness to receive a vaccine and actual vaccination rates to date were both lower, on average, in counties that voted red in the 2020 presidential election."
Alabama,2021,Q2,"New England is surging ahead of the national average while the South is lagging behind. Almost half of Americans have received at least one dose of a Covid-19 vaccine. But the U.S. vaccination story varies widely across regions, with New England surging ahead of the national average and much of the South lagging far behind."
Alabama,2021,Q2,Even as the country is on track to reach the president's national target — at least 70 percent of adults with one dose by July 4 — 30 states probably will not. Even as the country is on track to reach the president's national target — at least 70 percent of adults with one dose by July 4 — 30 states probably will not.
Alabama,2021,Q2,"Since March 2020, New York Times reporters have tracked every known coronavirus case in every correctional setting in the nation. More than 2,700 inmates have died. Since March 2020, New York Times reporters have tracked every known coronavirus case in every correctional setting in the nation. More than 2,700 inmates have died."
Alabama,2021,Q2,"Efforts to speed up vaccinations have diverted resources from screening, and fewer people seem to seek out a test unless they are ill. Declines in coronavirus testing in many states in the South and the Great Plains are making it harder to know just how widely the virus may be spreading in those states, even as restrictions are lifted and residents ease back into daily life, experts say."
Alabama,2021,Q3,"Hospitalizations nationwide have increased by nearly 500 percent in the past two months, particularly across Southern states, where I.C.U. beds are filling up. The daily average for hospitalized Covid-19 patients in the United States is now more than 100,000 over the last week. That average is higher than in any previous surge except last winter’s, before most Americans were eligible to get vaccinated."
Alabama,2021,Q3,"At one time the N.F.L.’s highest-paid defensive player, he left the league after six seasons and fell into a spiral of addiction, homelessness and desolation. In N.F.L. parlance, Keith McCants was a “can’t miss.” A relentless and powerful athlete, he was a first-team all-American linebacker at Alabama and drafted fourth overall in 1990 by the Tampa Bay Buccaneers. His success seemingly guaranteed, the team made him the highest-paid defensive player in the league."
Alabama,2021,Q3,"A second union vote may be held at an Alabama warehouse, and new tactics by the Teamsters and other groups aim to pressure Amazon across the country. Since the start of the pandemic, Amazon has ramped up its hiring, bringing on hundreds of thousands of employees worldwide. But challenges to the company’s labor practices are growing quickly, too."
Alabama,2021,Q3,"Vaccine uptake has risen from early-summer lows all over the United States, and the upswing is especially pronounced in places that have been hit the hardest by the pandemic’s fourth wave. Vaccine uptake has risen from early-summer lows all over the United States, and the upswing is especially pronounced in places that have been hit the hardest by the pandemic’s fourth wave."
Alabama,2021,Q3,"It’s more than “hesitancy” that stops New Yorkers from getting vaccinated. Many communities have deep-seated doubts, and the Health Department is running out of ideas. If you were really scared of something — a fear founded on rumor and history, that you could get sick and possibly die, lose your ability to have children, alter your DNA or be left at the mercy of pernicious government surveillance — would you do it anyway, for the prospect of a membership to the Public Theater? Or a free glazed doughnut at Krispy Kreme?"
Alabama,2021,Q3,"The older cohort had a head start on getting immunized against Covid-19, but too many remain unprotected, experts say. Dr. Won Lee began her initial visit to a new homebound patient, Almeta Trotter, last month by asking about her life, her health and how she was managing in her apartment in the Dorchester neighborhood of Boston, shared with her longtime partner and a parakeet."
Alabama,2021,Q3,Estimates show much of the country is still susceptible to the kind of rapid spread that can put stress on hospitals and lead to worse outcomes for patients. Estimates show much of the country is still susceptible to the kind of rapid spread that can put stress on hospitals and lead to worse outcomes for patients.
Alabama,2021,Q3,"Cases are starting to fall in some hard-hit Southern states, but nearly half of Americans are not fully vaccinated, allowing the Delta variant to persist. OVERLAND PARK, Kan. — A summer that began with plunging caseloads and real hope that the worst of Covid-19 had passed is ending with soaring death counts, full hospitals and a bitter realization that the coronavirus is going to remain a fact of American life for the foreseeable future."
Alabama,2021,Q3,"The share of Hispanic people in the U.S. who reported receiving at least one dose of vaccine shot up from July to September, and now exceeds that of non-Hispanic white people. The share of Hispanic adults in the U.S. who say they have received at least one dose of coronavirus vaccine reached 73 percent in September, an increase of 12 percentage points from July, according to a Kaiser Family Foundation survey."
Alabama,2021,Q3,"The U.S. pandemic outlook. Even if you’ve been following news of the virus closely, it can be hard to know which way the pandemic is headed. To help sort it out, I gathered a few charts that give us a clearer picture."
Alabama,2021,Q4,"Five articles from around The Times, narrated just for you. This weekend, listen to a collection of narrated articles from around The New York Times, read aloud by the reporters who wrote them."
Alabama,2021,Q4,"The lawsuit was filed a day after the announcement of a Jan. 4 deadline for the companies to begin their mandates or start weekly testing. The attorneys general in 11 states filed a lawsuit on Friday in an effort to prevent the Biden administration from requiring large companies to mandate coronavirus vaccinations, the latest sign of growing pushback against the federal government’s biggest effort yet to enlist private businesses in combating the virus."
Alabama,2021,Q4,"The N.F.L. has very little wiggle room in its regular season and playoffs. And universities are reshuffling their college basketball teams as the College Football Playoff and bowl games near. The N.F.L. on Friday postponed three games that were slated for this weekend, the latest juggling of sports schedules as scores of college and professional athletes and coaches have tested positive for the coronavirus in the pandemic’s latest surge."
Alabama,2021,Q4,"Public health experts fear that the highly contagious variant cannot be stopped without harsh measures that the public will no longer tolerate. Even as President Biden on Tuesday outlined new plans for battling the highly contagious Omicron variant, public health experts warned that the measures would not be sufficient to prevent a grim rise in infections and hospitalizations over the next few weeks."
Alabama,2021,Q4,"As many Americans plan larger celebrations this year, the immunization status of dinner guests is becoming a topic of conversation, concern and conflict. For the first time in two years, Tim Wyatt is hosting a Thanksgiving feast at his home in Birmingham, Ala. Along with the traditional turkey, Mr. Wyatt will spend days preparing his slow-roasted pork shoulder with Alabama white sauce. His wife, Nancy Wyatt, will cook all of her enticing side dishes, like sour cream mini-muffins and sweet potato casserole with sage butter."
Alabama,2021,Q4,"The number of eligible people still weighing whether to get a Covid vaccine has sharply dwindled, leaving an unvaccinated population that is mostly hard-core refusers. Vaccinated people have been burning up the phone lines at the community health center in rural Franklin, La., clamoring for the newly authorized Covid booster shot."
Alabama,2021,Q4,"Glimpses of a post-Roe world in Oklahoma.  Brittney Poolaw, then 19 years old, showed up at the Comanche County Memorial Hospital in Oklahoma last year after suffering a miscarriage at home. She had been about 17 weeks pregnant. According to an affidavit from a police detective who interviewed her, she admitted to hospital staff that she had recently used both methamphetamine and marijuana."
Alabama,2021,Q4,"Finger pointing is pointless, divisive and dumb.  Over the summer, as Covid cases started rising from their midyear lows, it became popular to blame Republicans for fueling the pandemic. The argument was that Covid had become a red-state scourge because of lower rates of mask-wearing and vaccination — along with high doses of vaccine misinformation — in places that went heavily for Donald Trump."
Alabama,2021,Q4,A court has blocked enforcement of President Biden’s executive order that had instructed federal contractors to require coronavirus vaccines for employees. Boeing said on Friday that it had suspended a vaccination requirement for employees after a court blocked enforcement of an executive order by President Biden instructing federal contractors to impose such mandates.
Alabama,2021,Q4,"Texas A&M also withdrew from the Gator Bowl, leaving Wake Forest, for the moment, without an opponent. The coronavirus pandemic’s resurgence menaced the college football season’s closing weeks on Wednesday, when one team withdrew from its bowl game and the four national title contenders were warned that they could forfeit if they were not able to compete on time."
Alabama,2022,Q1,"F.D.A. inspectors said that a fumigation of the West Memphis, Ark., distribution center last month revealed more than 1,100 dead rodents. A far-reaching recall has been issued for stores in six states. The value-store chain Family Dollar said on Saturday that it had temporarily closed more than 400 stores after the discovery of a rodent infestation and other unsanitary conditions at a distribution center in Arkansas touched off a far-reaching recall of food, dietary supplements, cosmetics and other products."
Alabama,2022,Q1,"The overall pattern is familiar, but a fresh perspective on how to interpret cases, hospitalizations and deaths is necessary as Omicron tears through the country. The overall pattern is familiar, but a fresh perspective on how to interpret cases, hospitalizations and deaths is necessary as Omicron tears through the country."
Alabama,2022,Q1,"In the cities that were among the first to experience rapid rises in Covid cases due to Omicron, serious outcomes including I.C.U. stays and deaths are following case curves upward. In the cities that were among the first to experience rapid rises in Covid cases due to Omicron, serious outcomes including I.C.U. stays and deaths are following case curves upward."
Alabama,2022,Q1,"The growing normalcy divide within liberal America. The line between zealous Covid precautions and a mask-optional existence does not run simply between red and blue America, between areas that voted for Joe Biden and those that voted for Donald Trump. As Park MacDougald pointed out in a recent essay for the online magazine UnHerd, if you’re a New York City resident, you can experience two completely different realities just by traveling the short distance from the posher parts of Brooklyn to where he lives in Queens — passing from a world of ubiquitous N95s and careful checking of vaccine cards to a world where masking is maybe a 50 percent proposition and, outside of hipster establishments, the vaccine-pass rules are “almost totally unenforced.”"
Alabama,2022,Q1,"We look at Omicron’s toll in New York and Seattle, two cities with timely data. Some of the timeliest data on Covid-19 outcomes by vaccination status comes from New York City and the Seattle area, and the two are telling a consistent story."
Alabama,2022,Q1,"In filing for a union election, employees of the outdoor equipment retailer cited safety during the pandemic, among other concerns. Employees at an REI store in Manhattan filed for a union election on Friday, making the outdoor equipment and apparel retailer the latest prominent service-industry employer whose workers have sought to unionize."
Alabama,2022,Q1,"The Supreme Court will hear from two convicted pill mill doctors in cases that could have significant implications for physicians’ latitude to prescribe addictive painkillers. For years, Dr. Xiulu Ruan was one of the nation’s top prescribers of quick-release fentanyl drugs. The medicines were approved only for severe breakthrough pain in cancer patients, but Dr. Ruan dispensed them almost exclusively for more common ailments: neck aches, back and joint pain. According to the Department of Justice, he and his partner wrote almost 300,000 prescriptions for controlled substances from 2011 to 2015, filled through the doctors’ own pharmacy in Mobile, Ala. Dr. Ruan often signed prescriptions without seeing patients, prosecutors said."
Alabama,2022,Q1,"A split committee vote revealed concerns about the opioid epidemic and abortion policies, foreshadowing a likely close vote on confirmation by the full Senate. A divided Senate committee on Thursday advanced the nomination of Dr. Robert Califf to become commissioner of the Food and Drug Administration to the full Senate, with some Democrats citing concerns over the nominee’s commitment to combating the opioid epidemic."
Alabama,2022,Q1,The first checks could be cut in April. The money — from the nation’s three major pharmaceutical distributors and Johnson & Johnson — will be used for addiction treatment and prevention. The nation’s three largest drug distributors and a major pharmaceutical manufacturer announced Friday that a supermajority of states and localities had accepted the terms of their $26 billion offer to settle thousands of civil claims related to the deadly opioid crisis. The first checks are expected to go out in early April.
Alabama,2022,Q1,"Places hit first with Omicron are seeing a welcome decline in hospitalizations, but in much of the country numbers are still rising fast. Places hit first with Omicron are seeing a welcome decline in hospitalizations, but in much of the country numbers are still rising fast."
Alabama,2022,Q2,"Most of the state abortion prohibitions that would go into effect if Roe v. Wade is overturned do not contain carve-outs that were once widely supported by abortion opponents. In the years before Roe v. Wade, some states that had outlawed abortion began permitting it in limited circumstances: in cases of rape or incest, or to save the life or health of the woman."
Alabama,2022,Q2,"The president’s call came as Republicans worried that the aid was harming U.S. military readiness and progressives fretted over his stalled domestic agenda. WASHINGTON — President Biden made a forceful call on Tuesday for ramping up American military support for Ukraine as his administration rapidly dispenses artillery, antitank weapons and other hardware, raising questions about the surge in spending at a time when his domestic agenda is stalled."
Alabama,2022,Q2,"Alabama has reported that nine children under 10 had the rare condition, and a few suffered liver failure. Similar cases were reported in North Carolina, as well as in Britain and Israel. A cluster of severe hepatitis cases in Alabama children prompted the Centers for Disease Control and Prevention to issue a nationwide health alert on Thursday, urging doctors and health officials to keep an eye out for, and report, any similar cases."
Alabama,2022,Q2,The C.D.C. issued an alert after clusters of severe hepatitis cases popped up among children around the globe. What signs should parents watch out for? The Centers for Disease Control and Prevention issued an alert on Thursday to physicians nationwide notifying them of a cluster of severe and unexplained hepatitis cases in otherwise healthy young children.
Alabama,2022,Q2,"I wrote the “Handbook for a Post-Roe America.” It’s time to put it into practice. In February 2021, I uprooted my husband, three children and two cats from our longtime home to move across the country to a house we had only seen on FaceTime, in a city we only knew from college football. I did this because I believe that everyone who supports abortion rights must do what they’re able to to keep abortion accessible for those who have the least resources to get one."
Alabama,2022,Q2,"The authorities in Alabama were searching for a veteran corrections officer who vanished with a murder suspect after saying she was taking him to a courthouse appointment. Update:  After crash inmate Casey White surrendered, and the former officer, Vicky White, fatally shot herself, officials say."
Alabama,2022,Q2,"A sheriff in Alabama said the officer had helped the inmate escape, but that it was unclear if she had done so willingly. Update:  After crash inmate Casey White surrendered, and the former officer, Vicky White, fatally shot herself, officials say."
Alabama,2022,Q2,"Health officials are exploring the possibility that a common adenovirus might be responsible for the unexplained cases, which remain rare. The Centers for Disease Control and Prevention has opened a multipronged investigation into reports of puzzling hepatitis cases in otherwise healthy children. In the United States, 180 cases and six deaths have now been reported, the agency said at a news briefing on Friday."
Alabama,2022,Q2,"The agency stressed that the disease was still very rare in children and that a cause had not been determined. The deaths of five children and what may be an unusual group of more than 100 hepatitis cases in young children in the United States are under investigation by the Centers for Disease Control and Prevention, the agency said on Friday."
Alabama,2022,Q2,"Many of the millions of women who live in these states would be able to seek legal abortions elsewhere, but the barriers to access may be hard for some to overcome. Many of the millions of women who live in these states would be able to seek legal abortions elsewhere, but the barriers to access may be hard for some to overcome."
Alabama,2022,Q3,"They tend to have the weakest social services and the worst results in several categories of health and well-being. In Mississippi, which brought the abortion case that ended Roe v. Wade before the Supreme Court, Gov. Tate Reeves vowed that the state would now “take every step necessary to support mothers and children.”"
Alabama,2022,Q3,The country has some of the most stringent laws around buying and owning a firearm. The attack on former Prime Minister Shinzo Abe of Japan was especially shocking because it involved a gun — a type of crime that is extremely rare in a country with some of the most stringent laws around buying and owning a firearm.
Alabama,2022,Q3,"Updated Covid vaccines, expected soon after Labor Day, were designed to thwart Omicron variants. But money to distribute them has dried up. Long past the point when pollsters said there were no more Americans willing to be vaccinated against the coronavirus, Coral Garner kept finding them."
Alabama,2022,Q3,"A federal appeals court said the law, which was signed in 2019 but quickly halted for violating Roe v. Wade, could go into effect. A federal appeals court panel immediately allowed a Georgia law that bans abortions after about six weeks of pregnancy to go into effect on Wednesday, ending a yearslong battle over one of the country’s most restrictive laws."
Alabama,2022,Q3,"Public health researchers say the term evokes racist stereotypes, reinforces offensive tropes about Africa and abets stigmatization that can prevent people from seeking care. Are monkeys spreading monkeypox to humans?"
Alabama,2022,Q3,"Climate has received most of the attention. But the Senate bill brings big changes to health care, too. The climate provisions in the bill that the Senate passed this weekend are likely to be more consequential than anything else in the bill. They will lead to a sharp reduction in U.S. greenhouse gas emissions, experts say, and help address arguably the world’s most pressing crisis."
Alabama,2022,Q3,"A rise in overdoses has prompted some drug users to make testing a party ritual. A 29-year-old mental health worker in Brooklyn sometimes spends his weeknights singing at karaoke dive bars with friends, where he snorts cocaine before singing."
Alabama,2022,Q3,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers. Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.
Alabama,2022,Q3,"In the aftermath of the Supreme Court striking down Roe v. Wade, there has been a flurry of activity in the states as officials move to prohibit or expand abortion access. In the aftermath of the Supreme Court striking down Roe v. Wade, there has been a flurry of activity in the states as officials move to prohibit or expand abortion access."
