State,Year,Quarter,Text
New Jersey,2020,Q4,The clause to weaken penalties for official misconduct in New Jersey was added by a powerful Democrat whose girlfriend’s son faces five years in prison. Legislation that would usher in landmark changes to the criminal justice system in New Jersey has been awaiting final action for a year.
New Jersey,2020,Q4,Governors and public health officials across the United States are pleading with Americans to change their behavior and prepare for a long winter as the country shatters record after record on coronavirus cases and hospitalizations. Governors and public health officials across the United States are pleading with Americans to change their behavior and prepare for a long winter as the country shatters record after record on coronavirus cases and hospitalizations.
New Jersey,2020,Q4,"After more than 15 years, the Meadowlands complex began a phased opening in late 2019, but before customers could shop at its stores the pandemic hit and completely upended the retail industry. When the American Dream mall, a massive shopping and entertainment complex next to MetLife Stadium in East Rutherford, N.J., finally opened its doors to the public last October, its owner, the Triple Five Group, was eager to prove naysayers wrong."
New Jersey,2020,Q4,Estimates from exit polls offer an initial indication of how groups voted on election night. Estimates from exit polls offer an initial indication of how groups voted on election night.
New Jersey,2020,Q4,"We asked female leaders in crucial disciplines to talk about the role women can have in determining what the world looks like after the pandemic. Not long after the news of Covid-19 broke around the world, it became clear that it would be a health crisis of pandemic proportions. But it also became apparent early on that there was much more at risk than health."
New Jersey,2020,Q4,"Senator Chris Coons, Democrat of Delaware, said that Judge Amy Coney Barrett, President Trump’s nominee for the Supreme Court, repeatedly declined during a phone call on Wednesday to share her views of legal issues around abortion rights or the Affordable Care Act, citing the need to maintain impartiality on the bench. Senator Chris Coons, Democrat of Delaware, said that Judge Amy Coney Barrett, President Trump’s nominee for the Supreme Court, repeatedly declined during a phone call on Wednesday to share her views of legal issues around abortion rights or the Affordable Care Act, citing the need to maintain impartiality on the bench."
New Jersey,2020,Q4,"A presidential order would almost certainly face a legal challenge. But if elected, Joseph R. Biden Jr. would have other levers at his disposal to make mask wearing a cultural norm. WASHINGTON — As the nation heads into what public health experts are calling a “dark winter” of coronavirus illness and death, public health experts are coalescing around Joseph R. Biden Jr.’s call for a “national mask mandate,” even as they concede such an effort would require much more than the stroke of a presidential pen."
New Jersey,2020,Q4,"No masks, no social distancing, no quarantine. See how, months into the pandemic, officials ignored public health guidance as an outbreak spread. No masks, no social distancing, no quarantine. See how, months into the pandemic, officials ignored public health guidance as an outbreak spread."
New Jersey,2020,Q4,"The spike in virus cases threatens the city’s recovery and could mean “a lot more restrictions,” Mayor Bill de Blasio said. [Read more on NYC school closings due to Covid-19]"
New Jersey,2021,Q1,"With its expanded subsidies for health plans under the Affordable Care Act, the coronavirus relief bill makes insurance more affordable, and puts health care on the ballot in 2022. WASHINGTON — President Biden’s $1.9 trillion coronavirus relief bill will fulfill one of his central campaign promises, to fill the holes in the Affordable Care Act and make health insurance affordable for more than a million middle-class Americans who could not afford insurance under the original law."
New Jersey,2021,Q1,"As New York races to vaccinate residents while variants spread, the state’s positive test rate and case counts are likely to remain stable for a while. Even as much of the rest of the country has had a reprieve, New York City has remained a coronavirus hot spot, with new cases holding level, often at about 25,000 a week."
New Jersey,2021,Q1,"The requirement remains for international travelers. For months, domestic travelers to New York were warned to quarantine upon arrival for as long as two weeks."
New Jersey,2021,Q1,"Not long ago, the question was rarely asked. Now, politicians and economists of various stripes are willing to consider it. What should the president do about jobs?"
New Jersey,2021,Q1,"President Biden initially pledged to reopen the nation’s schools by his 100th day in office, but the White House has in the past week sought to temper those expectations, setting a reopening benchmark of “the majority of schools” — or 51 percent. President Biden initially pledged to reopen the nation’s schools by his 100th day in office, but the White House has in the past week sought to temper those expectations, setting a reopening benchmark of “the majority of schools” — or 51 percent."
New Jersey,2021,Q1,"With the state facing a budget crisis, a Democratic supermajority in Albany may pave the way for new taxes and the legalization of recreational pot. Gov. Andrew M. Cuomo renewed his vow on Wednesday to legalize the recreational use of marijuana in New York, proposing a new office to regulate the market and licensing opportunities for communities most affected by the disparate enforcement of drug laws."
New Jersey,2021,Q1,"The e-commerce giant added at least nine new warehouses in the city over the past year as 2.4 million packages a day strained the nation’s largest urban delivery system. When the pandemic gripped New York City, it propelled an enormous surge in online shopping that has not waned, even in a metropolis where stores are rarely far away. People who regularly bought online are now buying more, while those who started ordering to avoid exposure to the virus have been won over by the advantages."
New Jersey,2021,Q1,"Gov. Andrew M. Cuomo said Wednesday that teams like the Nets and Rangers could host fans as soon as Feb. 23 with approval from the Department of Health. A limited number of fans will be allowed to attend sports and entertainment events at venues with 10,000 or more seats in New York, Gov. Andrew M. Cuomo said Wednesday."
New Jersey,2021,Q1,"In the coming days, Los Angeles County will reach a level where one in 10 residents has tested positive for the coronavirus. LOS ANGELES — A sustained surge of coronavirus infections has locked Southern California in crisis, overwhelming intensive care wards, ambulance services, funeral homes and local officials."
New Jersey,2021,Q1,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers. Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.
New Jersey,2021,Q2,"Students are joining remote classes from outside the country. In one New Jersey school district, computers were traced to 24 countries on a day last month. Faiqa Naqvi, a 15-year-old freshman at a New Jersey public high school, logs in to her all-remote classes each night from Pakistan in a time zone nine hours ahead."
New Jersey,2021,Q2,"After masks, medical scrubs get the designer treatment. It’s the next big market no one expected. One of the more unexpected side effects of the pandemic was to forever alter our relationships with personal protective equipment; to make medical garments, at least in the mask sense, a new accessory of self-expression and a part of almost every wardrobe. And every designer’s arsenal."
New Jersey,2021,Q2,"In “The New Normal,” Dr. Jennifer Ashton explores the mental health repercussions of the pandemic and ways to rebuild our overall health. As the chief medical correspondent for ABC News, Dr. Jennifer Ashton has spent the past year helping to make sense of the pandemic for the network’s millions of viewers."
New Jersey,2021,Q2,"New York, New Jersey and Connecticut are pushing ahead with May 19 reopening plans, and the subway will return to 24-hour service. New York and its neighbors New Jersey and Connecticut announced on Monday that they were lifting almost all their pandemic restrictions, paving the way for a return to fuller offices and restaurants, a more vibrant nightlife and a richer array of cultural and religious gatherings for the first time in a year."
New Jersey,2021,Q2,"As states scramble to persuade people to get coronavirus vaccines, New Mexico announces one of the biggest cash awards as an incentive. When the book is written about how states across the country tried to persuade people to get coronavirus vaccines, it will not accuse New Mexico of being subtle."
New Jersey,2021,Q2,"Most businesses will be able to operate at 100 percent capacity, but it’s not a full return to normal. New York will lift many capacity restrictions on businesses starting Wednesday, in response to the easing of the coronavirus pandemic in the region and rising vaccination rates."
New Jersey,2021,Q2,"A wave of talented rookies could make for tense battles as new faces like Aari McDonald and Charli Collier take on perennial all-stars like Diana Taurasi and Candace Parker. Buzzy rookies, reshuffled stars and new interest in women’s basketball after a thrilling N.C.A.A. tournament have positioned the W.N.B.A. to open its 25th season this week with a captive audience as it continues to lead in social justice efforts among professional sports leagues."
New Jersey,2021,Q2,"The governor is expected to sign the law, which would make New Mexico the 16th state to permit recreational use. New Mexico was set to become the 16th state to legalize recreational marijuana after the Legislature passed a bill on Wednesday, joining a national movement to rethink antidrug laws that are increasingly seen as impediments to racial justice and the economy."
New Jersey,2021,Q2,"The C.D.C. now says it is safe for fully vaccinated people to take their masks off in most indoor settings. States, cities and businesses were sorting through what to do with the guidance. More than a year after federal health officials told Americans to cover their faces when venturing out in public, the Centers for Disease Control and Prevention said on Thursday that fully vaccinated people could start taking off their masks indoors."
New Jersey,2021,Q2,"The state will offer free subway and rail tickets as an incentive, joining a broader nationwide push to speed up the flagging pace of vaccinations. Officials in New York are trying to boost a flagging vaccination campaign by setting up temporary walk-in vaccination sites at eight subway and train stations this week, Gov. Andrew M. Cuomo said on Monday."
New Jersey,2021,Q3,"Gov. Kathy Hochul, who was sworn in as governor last Tuesday, has made clear that fighting the Delta variant is her top priority, Gov. Kathy Hochul of New York announced new measures on Tuesday designed to beat back the Delta variant of the coronavirus, including the allocation of $65 million to local health departments for the rollout of booster shots, assuming federal regulators clear them, and a plan to broaden vaccine requirements in schools and state regulated facilities."
New Jersey,2021,Q3,"Ms. Hochul is preparing to become New York’s next governor at a precarious time for the state, as it faces challenges in public health, housing, education and infrastructure. In less than two weeks, Lt. Gov. Kathy Hochul will become the next governor of New York, amid a period of exceptional tumult and uncertainty."
New Jersey,2021,Q3,Neutral arbiters are given guidance on how to settle disputes between insurers and medical providers. The Biden administration released a rule Thursday that addresses one of the most fought-over provisions of a coming ban on surprise medical bills.
New Jersey,2021,Q3,"Despite the rising number of Delta variant cases, officials said they were not yet ready to follow federal guidance and require masks indoors. Gov. Andrew M. Cuomo said on Wednesday that nearly 130,000 state employees would be required to get vaccinated or face weekly testing, while Mayor Bill de Blasio said New York City would give $100 to those who receive their first doses at city-run vaccination sites — efforts that reflect a growing push to compel or entice holdouts to get vaccinated."
New Jersey,2021,Q3,"Gov. Kathy Hochul said she would partner with “all levels of government” to implement a vaccine order. Gov. Kathy Hochul, in her first day as governor of New York State, called on state health officials to impose a universal mask mandate in public and private schools and said she wanted to institute Covid vaccine-or-test mandates for employees in schools."
New Jersey,2021,Q3,"Gov. Andrew M. Cuomo’s administration had initially disclosed a $2.5 million cost for development of the app. New York’s digital vaccine app, the Excelsior Pass, will likely cost far more than originally expected, with projected costs nearing $27 million, according to newly obtained documents shared with The New York Times."
New Jersey,2021,Q3,"After years of drought, officials declared a shortage on the Colorado River. The decision triggers mandatory restrictions on water use. In this summer of wildfires, heat waves and drought, there was another bit of bad environmental news out of the West this week. Federal officials declared a water shortage at Lake Mead, the huge reservoir on the Colorado River near Las Vegas, setting off sharp cuts in water to Arizona farmers next year."
New Jersey,2021,Q3,"Louisiana and San Francisco brought back indoor mask requirements, but Mayor Bill de Blasio said he wanted New Yorkers to focus on vaccinations. With the Delta variant of the coronavirus surging, Mayor Bill de Blasio of New York on Monday stopped short of reinstating an indoor mask mandate even as more cities and at least one state did so."
New Jersey,2021,Q3,"During the pandemic, virtual marriage ceremonies became a symbol of love persevering in a trying time. As ravaging as the coronavirus pandemic was, there were a few bright spots: dogs got walked more; humans discovered cocktails to-go."
New Jersey,2021,Q3,"The mayor said vaccinated New Yorkers needed to mask up inside because of C.D.C. guidance involving areas of high transmission, but he did not require masks. New York City has seen a rapid rise in coronavirus cases — more than 1,200 cases per day, roughly six times the number in June. "
New Jersey,2021,Q4,"A deathbed statement by a man who claimed to have buried Hoffa’s body, repeated years later by his son, sent the F.B.I. to Jersey City for a “site survey.” It’s Monday. We’ll look at a new search for Jimmy Hoffa, the once-invincible president of the Teamsters who disappeared in 1975. We’ll also look at the case involving Brendan Hunt, who said in an online video to “kill your senators.” His lawyers say he has struck up a jailhouse friendship with the disgraced R-and-B superstar R. Kelly."
New Jersey,2021,Q4,"Medical experts say the government should do more to get booster shots into long-term care residents in New York. At Sea Crest Nursing and Rehabilitation, a large nursing home that looks out on the Coney Island boardwalk, more than 100 residents have died of Covid-19 since the pandemic began."
New Jersey,2021,Q4,"Congestion pricing, electric-bike-sharing in transit deserts, pedestrian bridges everywhere — proposals for a more livable city. If you’ve found yourself in a car in New York City lately — if you’ve had the experience of traveling along Flatbush Avenue on a Friday afternoon — you have probably spent some time inventing new, angrier four letter words."
New Jersey,2021,Q4,"Mayor Bill de Blasio and his successor, Eric Adams, are weighing difficult decisions as the city faces another troubling wave of coronavirus cases. It was billed as an inauguration ritual steeped in symbolism: Eric Adams, the second Black man to be elected mayor of New York, would be sworn in at Kings Theater, a lavishly restored cultural icon in Brooklyn, whose residents, he said, chose “one of their own” to lead the city’s recovery."
New Jersey,2021,Q4,"Mr. Adams, a Democrat and former police captain, will be the second Black mayor in the city’s history. Eric Leroy Adams, a former New York City police captain whose attention-grabbing persona and keen focus on racial justice fueled a decades-long career in public life, was elected on Tuesday as the 110th mayor of New York and the second Black mayor in the city’s history."
New Jersey,2021,Q4,"Tens of millions of Americans have the green light to seek out the extra shots. Now that federal regulators have cleared booster shots of all three coronavirus vaccines in use in the United States, state health authorities and pharmacies have begun rolling out plans to get even more shots in arms."
New Jersey,2021,Q4,"The oysters, which act as nonstop water filters, were added to the Hudson River as part of an ongoing project to rehabilitate the polluted waterways around the city. The restoration of New York Harbor has reached a new milestone as 2021 draws to a close: 11.2 million juvenile oysters have been added in the past six months to a section of the Hudson River off the coast of Lower Manhattan, where they are helping to filter the water and creating habitats for other marine life."
New Jersey,2021,Q4,"Mayor Bill de Blasio says he doesn’t want to impose new government restrictions. But some health experts say more must be done. As the fast-spreading Omicron variant tears through New York City at a rate not seen since the early days of the pandemic, city officials and health experts are wrestling with an agonizing question: What more can be done to stop its spread?"
New Jersey,2021,Q4,"Prolonged grief disorder was recently added to the Diagnostic and Statistical Manual of Mental Disorders, just as experts are predicting a coming wave of severe bereavement. A year after her mother died from Covid, Fiana Garza Tulip held a small memorial service on a Texas beach that her family had visited countless times when she was a child. As she and her brother dropped a wreath of yellow roses into the waves, she expected to cry. But the tears did not come. She felt only guilt for appearing to be unmoved, heartless even."
New Jersey,2021,Q4,"Despite some turmoil, a vast majority of students have been in classrooms full-time and mostly uninterrupted this fall. Now, educators debate what’s next. When schools fully reopened, the Delta variant drove many worries: Would crowded classrooms run up infection rates? Would outbreaks keep many schools closed? Could there be a normal academic year — the first since the pandemic began?"
New Jersey,2022,Q1,"Most mask requirements have been rolled back, including those that apply to public transit. Here’s an overview. Gov. Kathy Hochul announced on Wednesday that masks are now optional on public transit systems throughout New York, rolling back one of the last coronavirus-related safety precautions in the state and joining other parts of the country in easing masking and vaccination policies."
New Jersey,2022,Q1,"White-tailed deer on Staten Island have become the first wild animals with documented Omicron infections. The coronavirus has now been found in deer in 15 states. White-tailed deer on Staten Island have been found carrying the highly transmissible Omicron variant of the coronavirus, marking the first time the variant has been reported in wild animals."
New Jersey,2022,Q1,"Gov. Kathy Hochul said new coronavirus cases in New York City were beginning to plateau. The state will stop requiring counties to trace contacts, freeing public health resources for other needs. A month into the Omicron surge, Gov. Kathy Hochul of New York said on Tuesday that there was a sign of hope on the horizon as the rate of new coronavirus cases in New York City had begun to plateau."
New Jersey,2022,Q1,"Gov. Kathy Hochul of New York is ending the requirement that businesses check for proof of vaccination and enforce mask-wearing. Gov. Kathy Hochul will drop New York’s stringent indoor mask mandate on Wednesday, ending a requirement that businesses ask customers for proof of full vaccination or require mask-wearing at all times, and marking a turning point in the state’s coronavirus response, according to three people briefed on her decision."
New Jersey,2022,Q1,"After a scare in November, New Jersey’s governor and other Democratic leaders held back-channel talks over lifting mandates and helping voters impatient with restrictions reclaim a sense of normalcy. Gov. Kathy Hochul will drop New York’s stringent indoor mask mandate on Wednesday, ending a requirement that businesses ask customers for proof of full vaccination or require mask wearing at all times, and marking a turning point in the state’s coronavirus response, according to three people briefed on her decision."
New Jersey,2022,Q1,"Deer on Staten Island are the first wild animals to have tested positive for the Covid variant. Some experts fear that deer could become a reservoir for the disease and infect humans. White-tailed deer on Staten Island have been found carrying the highly transmissible Omicron variant of the coronavirus, marking the first time the variant has been reported in wild animals."
New Jersey,2022,Q1,The agency issued a new set of recommendations intended to help communities live with the virus and get back to normal life. The Centers for Disease Control and Prevention on Friday offered a new strategy to help communities across the country live with the coronavirus and get back to some version of normal life.
New Jersey,2022,Q1,"Overall cases have been ticking up, but remain far below the peak of the surge driven by BA.1 that started in December and retreated in January. An even more transmissible version of the Omicron variant of the coronavirus known as BA.2 now accounts for about 30 percent of new cases in New York City, health officials said on Friday."
New Jersey,2022,Q1,Recent arrests of mentally ill people in highly publicized violent crimes have unsettled New Yorkers. Good morning. It’s Wednesday. We’ll look at arrests in two high-profile cases — and how random crimes have added to the fear factor in New York. We’ll also get a first glimpse of a photograph of a man killed in the World Trade Center on Sept. 11.
New Jersey,2022,Q1,The Centers for Disease Control and Prevention on Friday offered a new strategy to help communities across the country live with the coronavirus and get back to some version of normal life. The Centers for Disease Control and Prevention on Friday offered a new strategy to help communities across the country live with the coronavirus and get back to some version of normal life.
New Jersey,2022,Q2,"When New York legalized abortion in 1970, nearly two-thirds of New York City’s abortions were for women from elsewhere. If Roe is overturned, a new surge is expected. In the post-Roe America that abortion rights advocates say they have long seen coming, pregnant women in many states will scrape together money, book hotels, arrange child care and board buses, trains and planes bound for places that provide safe abortions. New York will be one of them."
New Jersey,2022,Q2,"The latest wave is being driven by Omicron subvariants. New York City is often a bellwether for the nation when it comes to the virus, and the warning lights are flashing: Earlier this week, rising case counts and hospitalizations triggered a “high Covid alert,” indicating “high community spread” and “substantial pressure” on health care services."
New Jersey,2022,Q2,We are still learning what the effects of prolonged isolation could be in a city where a million people live alone. Good morning. It’s Wednesday. Today we’ll look at something we all experienced in the pandemic when we lost friends or simply couldn’t get together — loneliness. We’ll also look at how the New York Public Library and the Brooklyn Public Library are countering book-banning efforts in other parts of the country.
New Jersey,2022,Q2,"Democratic state leaders from California to New Jersey are demanding immediate action after the Uvalde shooting. SACRAMENTO — Congress failed to impose gun restrictions after the school massacres in Newtown, Conn., and Parkland, Fla., and there’s little confidence that 21 deaths at an elementary school in Uvalde, Texas, will change matters now."
New Jersey,2022,Q2,"The Omicron subvariant BA.2 is causing an increase in infections, especially in Manhattan. But hospitalizations have yet to rise. Driven by an Omicron subvariant, Covid-19 cases have been ticking up steadily across Manhattan, Staten Island and parts of Brooklyn, threatening New York City with a fifth wave of coronavirus cases just weeks after the city lifted many mask and vaccine requirements."
New Jersey,2022,Q2,"The development comes as the United States recently began averaging more than 100,000 new confirmed cases per day again, according to a New York Times database, for the first time since February. Another form of the Omicron subvariant BA.2 has become the dominant version among new U.S. coronavirus cases, according to federal estimates on Tuesday, a development that experts had forecast over the last few weeks."
New Jersey,2022,Q2,"Mayor Eric Adams made the announcement as a judge moved to strike down the requirement. Coronavirus cases are increasing again in New York, fueled by the Omicron subvariant BA.2. Mayor Eric Adams announced on Friday that New York City would keep its school mask mandate in place for children under 5 in response to rising rates of coronavirus cases in the city. "
New Jersey,2022,Q2,"Lawmakers will consider creating many weapon-free zones, making handgun bans the default condition in businesses, and in New Jersey might require those who carry to be insured. Months before the U.S. Supreme Court ruled that New York’s law governing the carrying of handguns was unconstitutional, Gov. Kathy Hochul and state lawmakers had already started to discuss how to counter the spread of firearms."
New Jersey,2022,Q2,"Demand for breast milk is rising with formula in short supply, but the New York Milk Bank has also seen an increase in offers to donate. Also, one family’s journey to find a residential school for an autistic teenager. Good morning. It’s Thursday. Today we’ll look at a growing movement in New York City and around the country to help mitigate the impact of a baby formula shortage by donating breast milk. And we’ll learn about one of the many families of autistic teenagers who have struggled to care for them during the pandemic."
New Jersey,2022,Q2,"Riders are still required to wear masks while taking public transportation in New York City, despite a federal judge in Florida’s ruling on Monday to overturn the nationwide mask mandate on planes and public transit. Riders are still required to wear masks while taking public transportation in New York City, despite a federal judge in Florida’s ruling on Monday to overturn the nationwide mask mandate on planes and public transit."
New Jersey,2022,Q3,Mondaire Jones has represented Rockland County and parts of Westchester County in New York’s 17th Congressional District since 2021. Mondaire Jones has represented Rockland County and parts of Westchester County in New York’s 17th Congressional District since 2021.
New Jersey,2022,Q3,"Throughout public parks in the city, families, friends and neighbors gather around smoking grates and celebrate the season. This article is part of the Our City series, about how urban communities around the country use public and communal spaces to celebrate and spend time together."
New Jersey,2022,Q3,"Zoono USA and Zoono Holdings, New Jersey companies, sold Zoono Microbe Shield through numerous websites and were fined by the U.S. Environmental Protection Agency. Two New Jersey-based companies have agreed to pay a total of $325,000 in fines for selling a pesticide that federal officials say was falsely marketed as a disinfectant spray that could help eliminate the coronavirus, according to the U.S. Environmental Protection Agency."
New Jersey,2022,Q3,Jerrold Nadler is a congressman who has represented neighborhoods on Manhattan’s West Side and parts of Brooklyn in New York’s 10th District since 1992. Jerrold Nadler is a congressman who has represented neighborhoods on Manhattan’s West Side and parts of Brooklyn in New York’s 10th District since 1992.
